entry_bar,exit_bar,bars_held,entry_z,exit_z,pnl,pair
747,748,1,4.088758978191448,3.9426326717557454,-148.32243817999904,BTCUSDT/BNBUSDT
749,750,1,3.0446748281221407,3.051054076338432,-140.47558798000188,BTCUSDT/BNBUSDT
751,839,88,3.084241660979331,-0.04138392146632568,249.65690722000107,BTCUSDT/BNBUSDT
852,853,1,7.378558258012132,-4.139655340050559,2049.5299935600074,BTCUSDT/BNBUSDT
854,855,1,-3.453488509014052,-5.588575029430429,-536.3175875399966,BTCUSDT/BNBUSDT
856,857,1,-4.305589290931725,-3.0758630124845268,239.16582521999905,BTCUSDT/BNBUSDT
858,949,91,-2.2215565935481014,0.04408265894734668,-236.85409383999763,BTCUSDT/BNBUSDT
953,956,3,1.6033539281684097,4.060140792728093,-1068.5949605799924,BTCUSDT/BNBUSDT
957,986,29,2.264998246145742,-0.03748269924447009,900.7253707200014,BTCUSDT/BNBUSDT
1002,1018,16,1.2943857486719992,3.760766284434526,-1806.5933680199998,BTCUSDT/BNBUSDT
1019,1034,15,3.5684440225995058,0.059376106454842405,1989.1752280399974,BTCUSDT/BNBUSDT
1061,1117,56,-1.1231206044164839,-3.397192194420239,-1015.0630916999983,BTCUSDT/BNBUSDT
1118,1119,1,-4.684947229874914,-4.616215981761839,-89.18218260000076,BTCUSDT/BNBUSDT
1120,1121,1,-4.402137438651508,-4.553678360781615,-243.04073779999936,BTCUSDT/BNBUSDT
1122,1123,1,-5.288146620607029,-4.499774398441992,58.18038645999592,BTCUSDT/BNBUSDT
1124,1125,1,-4.101595228820142,-3.960916476513506,-134.18113841999272,BTCUSDT/BNBUSDT
1126,1145,19,-3.479756750437122,-3.145956123290315,-1643.9289918800007,BTCUSDT/BNBUSDT
1146,1213,67,-2.611691182740284,0.03831138989880502,775.4855089800079,BTCUSDT/BNBUSDT
1251,1272,21,-1.0113824098177868,0.032547323777570816,174.05593436000038,BTCUSDT/BNBUSDT
1276,1306,30,1.2170596357791168,0.0510534936130813,175.18170431999516,BTCUSDT/BNBUSDT
1317,1331,14,1.0316054520893565,-3.083870529731029,448.36997869999453,BTCUSDT/BNBUSDT
1332,1333,1,-2.467577954221522,-4.927749284281866,-301.22940932000387,BTCUSDT/BNBUSDT
1334,1337,3,-3.997685847361669,-3.3913631121029404,17.791317879993866,BTCUSDT/BNBUSDT
1338,1339,1,-3.2863920844823102,-3.3245232440952686,-37.80163435999313,BTCUSDT/BNBUSDT
1340,1341,1,-4.511029640534824,-4.046316712638303,3.6176764400056474,BTCUSDT/BNBUSDT
1342,1343,1,-4.329567325504951,-4.719420601128622,-174.07509979999557,BTCUSDT/BNBUSDT
1344,1369,25,-2.9219668698279873,-0.039286316467194604,621.9458786799999,BTCUSDT/BNBUSDT
1403,1418,15,-1.6305373161224452,3.5218182195244756,1128.712254319995,BTCUSDT/BNBUSDT
1419,1433,14,1.9702484397366848,0.03276300238518412,414.4389646600012,BTCUSDT/BNBUSDT
1455,1465,10,1.4240707407887356,0.05967231178769275,219.63704042000055,BTCUSDT/BNBUSDT
1474,1498,24,1.2268127440303696,-3.1896872335504556,821.5774937999938,BTCUSDT/BNBUSDT
1502,1543,41,1.6366484288850898,-0.029248944721021613,144.99034675999818,BTCUSDT/BNBUSDT
1559,1641,82,-1.0252829073318446,-0.006129838419577862,-93.07596116000381,BTCUSDT/BNBUSDT
1656,1698,42,1.6467235378138614,-3.5653303628439117,727.7119564399998,BTCUSDT/BNBUSDT
1699,1700,1,-4.642289921367684,-5.728484653743629,-241.07039082000213,BTCUSDT/BNBUSDT
1701,1702,1,-2.819775448995615,-3.9052118708430457,-227.97420646000174,BTCUSDT/BNBUSDT
1703,1704,1,-3.898118219925517,-5.034747519374762,-307.26282958000525,BTCUSDT/BNBUSDT
1705,1706,1,-4.626559989264484,-3.8471035159271545,83.8170572399957,BTCUSDT/BNBUSDT
1707,1708,1,-3.708962840433135,-4.111016776663387,-207.89850788000547,BTCUSDT/BNBUSDT
1709,1710,1,-3.0345492756392245,-3.3448887059513166,-165.55686028000036,BTCUSDT/BNBUSDT
1711,1712,1,-4.08536747103302,-3.43988078241799,116.54264496000202,BTCUSDT/BNBUSDT
1713,1714,1,-3.869826133489374,-3.304159630500204,117.20015929999471,BTCUSDT/BNBUSDT
1715,1794,79,-3.4134824004103095,-3.505543939527545,-463.2437576200026,BTCUSDT/BNBUSDT
1795,1808,13,-3.2930223377212013,3.6580326817774305,1751.2561546199945,BTCUSDT/BNBUSDT
1809,1884,75,2.473740080790652,0.04836492321256408,375.9492710399954,BTCUSDT/BNBUSDT
1905,1908,3,1.5307587521524901,4.179616972855336,-125.69554004000814,BTCUSDT/BNBUSDT
1909,1951,42,3.318420783025373,0.03432488472921646,169.41679986000128,BTCUSDT/BNBUSDT
1959,1993,34,1.31285941138766,0.049260478987171286,37.71948249999855,BTCUSDT/BNBUSDT
2007,2021,14,1.322935398529012,-5.4614703190914256,482.0630218599931,BTCUSDT/BNBUSDT
2022,2023,1,-3.55910312671351,-3.6472095109445375,-28.886211060001614,BTCUSDT/BNBUSDT
2024,2027,3,-4.049372112544463,-3.202304974501661,17.98257300000668,BTCUSDT/BNBUSDT
2028,2029,1,-3.5787883397358704,-3.961690101871523,-76.1289208399982,BTCUSDT/BNBUSDT
2030,2031,1,-3.9354593402145572,-3.1883984772430263,59.39659334000111,BTCUSDT/BNBUSDT
2032,2033,1,-3.598725150984197,-4.0235524608477355,-105.74162186000765,BTCUSDT/BNBUSDT
2034,2035,1,-3.4651666125922156,-4.665870767008258,-255.0401,BTCUSDT/BNBUSDT
2036,2057,21,-3.9427354041028706,-3.393578107758312,-440.0880131200006,BTCUSDT/BNBUSDT
2058,2094,36,-2.7201655683567583,-3.532767163949729,-975.6303985399996,BTCUSDT/BNBUSDT
2095,2284,189,-2.713522687356374,-0.05182900805434313,4.280081959998245,BTCUSDT/BNBUSDT
2291,2315,24,-1.2891769315751116,-0.05221779914239503,399.58914253999797,BTCUSDT/BNBUSDT
2325,2332,7,-1.0399318390354269,0.05956246632927498,177.2373974000007,BTCUSDT/BNBUSDT
2348,2353,5,1.534393819362477,0.016808158708316524,209.32204089999516,BTCUSDT/BNBUSDT
2358,2376,18,-1.0509577784781179,-0.029504480686313138,102.5288153400075,BTCUSDT/BNBUSDT
2386,2396,10,-1.4082632304661968,0.04018932175957306,214.05939828000413,BTCUSDT/BNBUSDT
2409,2431,22,1.9115271560008293,-0.038140278073728384,199.66585338000053,BTCUSDT/BNBUSDT
2433,2442,9,1.4336335450057471,4.534208554103219,-471.4716207599979,BTCUSDT/BNBUSDT
2443,2444,1,4.379673128433946,4.694235043602157,-123.04222462000033,BTCUSDT/BNBUSDT
2445,2446,1,5.116967000846604,5.793768693215652,-264.1104439400071,BTCUSDT/BNBUSDT
2447,2448,1,5.110630843085243,4.666745767727637,-45.510633140001055,BTCUSDT/BNBUSDT
2449,2450,1,4.62766062716205,3.4057772384222362,247.57176724000587,BTCUSDT/BNBUSDT
2451,2459,8,2.982883953655747,3.0329848520619276,-440.6469053000008,BTCUSDT/BNBUSDT
2460,2541,81,2.6904505922329105,0.005556187677884455,-223.81141299999652,BTCUSDT/BNBUSDT
2574,2581,7,1.0959239120921902,3.0161324573139368,-177.21334077999833,BTCUSDT/BNBUSDT
2582,2583,1,3.3808460098018838,3.1722598944991605,4.41004759999785,BTCUSDT/BNBUSDT
2584,2585,1,2.6823634466537927,3.287970844124026,-82.3284415799942,BTCUSDT/BNBUSDT
2586,2610,24,2.6349953851571013,3.4325875063258238,-395.79378650000695,BTCUSDT/BNBUSDT
2611,2612,1,4.1669661832234315,3.821105187126833,-5.227373760006031,BTCUSDT/BNBUSDT
2613,2654,41,3.2635377954415383,-0.044557205199145834,449.8742661000068,BTCUSDT/BNBUSDT
2665,2696,31,-1.3367867810031695,0.028799527287498364,275.6805801400002,BTCUSDT/BNBUSDT
2746,2751,5,-1.364011163504532,3.283094660401921,746.6817492399933,BTCUSDT/BNBUSDT
2752,2753,1,2.615017847419484,4.724061955875316,-384.8608013600053,BTCUSDT/BNBUSDT
2754,2755,1,5.4652403815209984,4.790684221767206,-8.36741149999971,BTCUSDT/BNBUSDT
2756,2757,1,3.7478254490822707,3.685013438262764,-56.25795307999392,BTCUSDT/BNBUSDT
2758,2837,79,3.177451173996809,0.05556175400653121,-122.39479209999988,BTCUSDT/BNBUSDT
2846,2877,31,1.0910470241086072,-4.313339548634481,628.1416062599973,BTCUSDT/BNBUSDT
2878,2879,1,-4.97292482589697,-3.3268180353458727,153.71561296,BTCUSDT/BNBUSDT
