s1,s2,beta,mean,std,half_life,pvalue,hurst,mean_crossings
ACSUSDT,VPADUSDT,0.40910902918477604,0.1897920438586951,0.2045211744487097,2.011039080609128,0.0002131533275513689,0,21
KUBUSDT,WBTCBTC,0.42501882839086885,0.2764312414892187,0.20450638693685938,0.5705953927982802,0.0024357353129803613,0,65
5IREUSDT,KCALUSDT,0.5755572338879101,0.23213719523821696,0.20447437822733727,0.7171573383210579,0.04371929539604692,0,64
APTUSDT,TIMEUSDT,0.20840522694051145,0.4663858675807455,0.20446002406659589,0.9696088245437872,0.04213896445852871,0,38
FTTUSDT,XECUSDT,0.5511562439746532,0.16065767304391315,0.2042987528180973,0.8502659002037515,0.010440654378788753,0,120
ATOMUSDT,PYUSDUSDT,0.37643760675956345,0.1981774195952989,0.20419239684826268,0.9649842376878246,0.022223070733908123,0,37
BCHUSDT,FORTUSDT,0.2343509180488341,0.33071697562072927,0.20418221594354968,1.0592434646739453,0.03059466341046643,0,34
PEPEUSDT,SUNUSDT,0.24684532067313367,0.4342681684901211,0.20416026611853044,1.159309246392068,0.04820353106251846,0,13
JSTUSDT,ORDIUSDT,0.9297354422849128,0.1943912035879059,0.20402902339073023,0.7080458680593857,0.035311494638258764,0,40
ICPUSDC,METHETH,0.5653393801483595,0.07297656220005234,0.20401027916909822,0.8304995386228893,0.038901976490400954,0,56
MANAUSDT,PYUSDUSDT,0.4015776625292119,0.16668125821213675,0.20400073854882084,1.1683989311355905,0.03414809048087636,0,19
LUNCUSDT,PSTAKEUSDT,0.7094420462745308,0.24963245773416223,0.20399599080848493,0.6414174100867306,0.003173480141828526,0,25
CAKEUSDT,TOMIUSDT,0.6001724900759534,0.11495889578455687,0.20396989590411493,1.1992788858969954,0.035104451604152376,0,44
FILUSDC,TAPUSDT,0.17347674988063866,0.3465584990058505,0.20395560096602133,1.7640633601540179,0.049427719887784084,0,44
MANAUSDC,VPADUSDT,0.2864550703106403,0.3648320695780057,0.20393355418133846,1.6770325595729811,0.01509740112023765,0,31
AGIUSDT,RDNTUSDT,0.1300234410775869,0.31436490998588584,0.20392015979827546,1.3310152452774136,0.026804993648883182,0,35
APTUSDC,TIMEUSDT,0.21093914662824287,0.4681398308766215,0.20391462214805356,0.9207319374920785,0.04185119657566737,0,46
CHZUSDC,PSTAKEUSDT,0.8651618457911274,0.26766310981488356,0.2038800893454847,0.5802976452507447,0.003344112933679621,0,33
CAPSUSDT,IZIUSDT,0.6177624629279758,0.22297065259423698,0.20384911341159118,0.6402178523984483,0.03117197148148565,0,33
CHZUSDT,PSTAKEUSDT,0.864196539525397,0.2695013874364316,0.203809524050877,0.5761104650745469,0.0032623079249260306,0,41
LUNCUSDT,SFUNDUSDT,0.4384432675169875,0.28896648066417907,0.2037947032466356,1.3115070704565732,0.025022246260431768,0,27
ANKRUSDT,XECUSDT,0.6965239688706567,0.13364935018257362,0.20379366931350185,1.187887592629341,0.02227782651552216,0,75
ANKRUSDT,XDCUSDT,0.6061543437546223,0.2895391581684513,0.20377200930832948,1.0786522072008846,0.0034074533081798683,0,49
BCHUSDT,TOMIUSDT,0.21286467012606583,0.30505769541349925,0.20375509431375682,1.1452448398812936,0.03479176516561353,0,42
DOGEUSDC,TENETUSDT,0.9224166213903698,0.27910566647191254,0.20373733493534305,0.7056794176018562,0.03974648301616591,0,39
ACHUSDT,PSTAKEUSDT,0.6954118172857173,0.2745784029473962,0.2037315383549252,0.7472889871487264,0.005481191831654484,0,25
LRCUSDT,TAPUSDT,1.147758563026679,0.3352498609220005,0.20371895566268733,0.5405200371270922,0.0008627142078394122,0,17
DOTBTC,XDCUSDT,0.4646312781506003,0.2967408649264229,0.2035368176033964,1.4804297359272918,0.008526352233818792,0,46
AGIUSDT,BCHUSDT,0.13511025610373764,0.3205347900622859,0.2034583933177252,1.289957744149977,0.012851755639271451,0,47
APEUSDT,BOBAUSDT,1.0397244347369812,0.07603618816894767,0.2034458402778782,0.9343431665955184,0.042469078665178225,0,53
MBXUSDT,TRCUSDT,1.0197674134940309,0.2742581106614864,0.20331288394635977,1.424427329644684,0.0215202341421491,0,32
CGPTUSDT,VANRYUSDT,0.3995088635016158,0.21414722921373552,0.2032254873597276,1.1394472528353994,0.03213250601553749,0,94
SANDUSDT,THNUSDT,0.7309545446923493,0.2983192612962378,0.20321992820536433,0.8939365201795215,0.026367436798349495,0,15
KUBUSDT,USDCUSDT,0.48652106018501573,0.1640516895305779,0.20308410864281481,0.6616453196456284,0.025946050109870864,0,57
DOGEUSDC,XECUSDT,0.8590134785992026,0.08326675903418126,0.20308346453993362,0.8922257167057015,0.02496745880372982,0,29
MANAUSDT,VPADUSDT,0.2840358270819115,0.3652365566094138,0.20305879397162394,1.7879321150793646,0.01498484975079636,0,23
ANKRUSDT,SFUNDUSDT,0.6842259651304752,0.22670573003703565,0.20303567719567667,1.3080698220584768,0.028157099259728237,0,13
ICPUSDT,METHETH,0.5631554782290172,0.07132409916987718,0.203017481515008,0.8520141780972114,0.03724055547640218,0,52
APTUSDT,PERPUSDT,0.26586703172316656,0.42148863014624005,0.2030086872777553,1.0178732168569262,0.028623208846918626,0,50
CAKEUSDT,FORTUSDT,0.708708574136533,0.17255152854618286,0.20300383836755242,0.7700007648083169,0.012530828530535547,0,74
CTCUSDT,MEEUSDT,0.7645636595724635,0.3046301635360955,0.20286735425376615,1.0317696698443939,0.03487360774786228,0,82
SANDUSDC,THNUSDT,0.7350116541125266,0.2969586190715678,0.20277956202242026,0.8695639916402795,0.025095653388875185,0,17
SANDBTC,XDCUSDT,0.5569292279961214,0.24709018959728116,0.2027579094373462,1.4427408506687809,0.0015486100508560216,0,71
USDTEUR,VANRYUSDT,0.3729634610014635,0.4391388451456966,0.20270900068277634,0.8277066517307042,0.010675373072503254,0,37
ACSUSDT,XDCUSDT,0.40061386347669675,0.1701795230812861,0.20260082841063692,2.297962545354053,9.873798383987402e-05,0,23
LDOUSDC,PPTUSDT,0.5165257857312257,0.21990004811159913,0.20253294306977654,0.9752451152677121,0.03366743833011618,0,27
APTUSDC,PERPUSDT,0.26838775646947105,0.4229407876070128,0.20244711925570183,0.9683162514693783,0.027123757467195607,0,52
KUBUSDT,PYUSDUSDT,0.4468403254217844,0.11929274261882626,0.20244068909699245,0.5676160455558887,0.01582767624281631,0,57
GALAUSDT,PSTAKEUSDT,0.6565917182173865,0.24606328048648524,0.20243010385691695,0.819910207749504,0.004668470108000437,0,27
MKRUSDT,VANRYUSDT,0.59532625616606,0.21542795376435023,0.20236414952336693,0.7603082881522442,0.007244022286060719,0,65
AGIUSDT,THNUSDT,0.5304452954297457,0.268382936924593,0.20235005708466108,0.8793408619986625,0.03702302102987568,0,69
ANKRUSDT,KCALUSDT,0.7250362175439626,0.20895370340493838,0.20232719499542542,0.9752993099632988,0.046773337908503285,0,47
LDOUSDT,PPTUSDT,0.5169189900442877,0.21904384559414264,0.20222427389346664,1.0289453430857207,0.032945915753972696,0,25
ATOMUSDT,FILUSDC,0.2979230719188184,0.3570936916028971,0.20213918675682885,1.7483569142618023,0.03880856952832479,0,33
LOOKSUSDT,SUNUSDT,0.2883185682448514,0.46226239519162127,0.2021391329323602,0.7362273661263399,0.024402325698929642,0,67
ATOMUSDT,FILUSDT,0.2988455417955109,0.35662087688665306,0.20207785983549145,1.843991858789782,0.04370493863174476,0,35
BONKUSDT,INSPUSDT,0.11733152213798669,0.40804494799290997,0.20205916647884914,1.3267057233372563,0.030624253693457747,0,38
AGIUSDT,VPADUSDT,0.17659823280586717,0.32084015582734116,0.20191251516800124,1.1529211086018603,0.018053362530228014,0,63
SFUNDUSDT,USDTBRZ,0.16099990290949914,0.32240019154675503,0.20190660896670667,0.9623576351368363,0.04803553697240351,0,52
PIPUSDT,XDCUSDT,0.46447663727834393,0.22893190408553207,0.20188465192116523,1.62375151861295,0.02050475294982311,0,19
BICOUSDT,PSTAKEUSDT,0.8150861131880497,0.25082009670069355,0.20184863266683328,0.5572396936708727,0.002212578108139127,0,35
OASUSDT,VANRYUSDT,0.4862322658202112,0.2142739489040379,0.20179977940890473,0.7497496856372587,0.00595783302104686,0,52
POLUSDT,WBTCBTC,0.4530671470512345,0.32905567958558707,0.20173839002572455,0.7007343722060663,0.029846031515341147,0,31
SOLBTC,VPADUSDT,0.3267251497395051,0.32514316499135665,0.2017083518982889,1.0123279880987859,0.019681665996357952,0,45
DYDXUSDT,PSTAKEUSDT,0.9266793299307097,0.17987914982296044,0.20168030171878568,0.5090801074755922,0.006176140519748609,0,36
SFUNDUSDT,TAPUSDT,0.34125845270914157,0.37576121462329326,0.20165318579175232,0.9956403491057352,0.026963212259659496,0,76
STETHUSDT,TRVLUSDT,1.000507058046965,0.34727047629791385,0.20164949619246922,0.980164939560869,0.020037390333901763,0,35
SHIBUSDC,SUNUSDT,0.31604737780343556,0.49037546864112375,0.2015769553442857,1.0242228721694393,0.030058017517919304,0,13
AGIUSDT,PYUSDUSDT,0.27738744816113714,0.17768338462612382,0.2015444349597534,1.0079571284341071,0.042428178525862614,0,65
SHIBUSDT,SUNUSDT,0.31641147889257204,0.4948623867687246,0.20153853013139233,1.130026284115906,0.030534473501301288,0,11
TONUSDT,USDCUSDT,0.1788183902621536,0.3431066272559563,0.20130871745726134,0.8069515882973387,0.026772760563918356,0,58
IDUSDT,WBTCBTC,0.10403803585030064,0.45422210016294184,0.20127171373045993,0.9103743334065947,0.01609167893713779,0,79
PIPUSDT,PSGUSDT,0.786025016865852,0.1413940164087868,0.2012530069020647,0.5894131601060192,0.049114599884938104,0,79
METHETH,PPTUSDT,0.3051903601559675,0.5675796774891376,0.2011815618853159,0.7738179066836843,0.043367119429651366,0,50
5IREUSDT,BOBAUSDT,0.7078210453544109,0.184098220732979,0.20107357742757082,0.6495485055321041,0.01767187266720752,0,32
TIAUSDT,TRVLUSDT,1.076217871727684,0.32343264448520415,0.201031255464019,1.029716945836289,0.019410316283328892,0,11
KCSUSDT,MXUSDT,0.5370250819222875,0.13840586770090976,0.20102162745269608,0.7458867812691545,0.02568183838941999,0,105
BONKUSDT,PENDLEUSDT,0.12938106240261704,0.4061566616353713,0.2009508019472925,1.373044262276273,0.04244486304730987,0,62
BONKUSDT,EGOUSDT,0.20145849723138298,0.3697824453417951,0.20094339281502854,1.308745470196012,0.010479567258267859,0,44
FLOKIUSDT,NEONUSDT,0.6346760320136752,0.23981038727096082,0.20091590709179127,1.0060404785163295,0.03737895314718722,0,20
MVUSDT,ORDIUSDT,0.7304283224883255,0.32164444276768356,0.2008965359246406,0.8313580653016528,0.019122847403098633,0,59
RSS3USDT,USDCUSDT,0.12802301548203773,0.39042656995222,0.2008228481725506,0.62369216091209,0.049232101410026916,0,33
DOGEEUR,XECUSDT,0.845203591672933,0.10826136628971479,0.2008131494703565,0.8466689516060592,0.020307250696968836,0,43
SSVUSDT,VANRYUSDT,0.49633937357729585,0.2603548667746518,0.20064546516913473,0.7540773161640101,0.00583599614720249,0,69
LUNCUSDT,NEONUSDT,0.44659793039566614,0.24958694875548604,0.20063826771669008,1.0245834496774595,0.015683873959025606,0,27
ENJUSDT,SISUSDT,0.7172496887052561,0.20799747827862047,0.20063112437089187,0.8044517338212225,0.04983851891955344,0,68
APTUSDT,PSTAKEUSDT,0.41830454047259336,0.38283377326540335,0.20054272050905655,0.7696071201521864,0.011443564657927365,0,74
DOTUSDC,GMXUSDT,0.11798384203426361,0.40592548130347667,0.20050782281697668,1.6543671464854617,0.004012674437721386,0,13
JEFFUSDT,SOLEUR,0.7023374861124586,0.20900704053141525,0.20047117362098524,0.901485086890522,0.007689849932351095,0,34
BONKUSDT,FMBUSDT,0.19839120077150257,0.3926034921267985,0.20045461394142394,1.0238543060100318,0.025870971143650133,0,60
DOTUSDC,SUNUSDT,0.14400140475925655,0.4070487672271191,0.20033185492646552,1.4788460633392393,0.0277530920784171,0,13
IDUSDT,PSTAKEUSDT,0.19120191318203983,0.43420949918885526,0.2003202703111021,0.8941147374536644,0.014167766103449476,0,89
DOTUSDC,THNUSDT,0.3807913428952858,0.38305212187477433,0.20028200736502894,1.158811731673609,0.0347623346916401,0,17
WAXPUSDT,XECUSDT,0.7155432563488561,0.12155278615300263,0.20027988676051817,1.1749237518282347,0.03006036280623726,0,27
OMGUSDT,SFUNDUSDT,0.6627467129790949,0.2625364224435313,0.2002226684972178,1.380246669193755,0.024898706256030512,0,45
APTUSDC,PSTAKEUSDT,0.4133038099615484,0.3867021725326616,0.20022121535032705,0.7462679752742633,0.01135995816057177,0,80
BONKUSDT,CTCUSDT,-0.15520120333374088,0.5218140889598707,0.2002137118665494,1.3075267660865144,0.03799920108733435,0,32
BCHUSDT,XETAUSDT,0.2679569143110942,0.29120921645815356,0.20016568426192285,0.9485204820492145,0.03803765844990475,0,36
JEFFUSDT,NEARUSDT,0.6601438188541803,0.24460825542542466,0.20015178754810745,1.0435659632969232,0.02944199111768852,0,54
CELOUSDT,TAPUSDT,0.37317292106145017,0.4697221246554078,0.20013795283283473,0.8109900203356724,0.017355179226445003,0,52
DOTUSDT,GMXUSDT,0.11715452831044892,0.4052664837620082,0.20012047874980868,1.6469899363672902,0.004012580924766531,0,11
RSS3USDT,SUNUSDT,0.13935099818415192,0.41145611102942087,0.2000348056511884,0.5991076877650393,0.017996251018116898,0,43
AFCUSDT,THNUSDT,0.35376372519678656,0.2554370416433938,0.19997576150896296,0.9156351582453413,0.021230743105649423,0,24
AFCUSDT,BNBUSDT,0.1579035150024594,0.23120573274281248,0.19996537973819356,0.9983261713132,0.02081448849656445,0,22
DOTUSDT,SUNUSDT,0.14389910460859837,0.4060500730126659,0.1999271856209187,1.4708996984885394,0.027947948992097526,0,15
DOTUSDT,THNUSDT,0.3761860121865605,0.3829414206750897,0.19991340695028406,1.1569692819971826,0.03508388193721456,0,19
ENJUSDT,TRCUSDT,0.7779293634980265,0.3130874656252742,0.19987814810488208,0.7003820065733454,0.012855541832629538,0,62
MBXUSDT,NEONUSDT,0.827517970205387,0.05731000514674706,0.19980589847158484,0.9474563805688996,0.004710039407606048,0,30
ACSUSDT,SFUNDUSDT,0.47846297142504807,0.11782523980945572,0.19975005937493046,1.8515465104623272,0.004126737066403671,0,33
FTTUSDT,FXSUSDT,0.6677132322288173,0.1286101364791856,0.19972947177778566,0.8972048553184324,0.013803121059114144,0,105
ARUSDT,USDCUSDT,0.7499986876359682,0.10039781444215672,0.1997255486919814,0.8533993698433614,0.03775229101367913,0,75
SOLOUSDT,XDCUSDT,0.4980805546423746,0.28920193723467497,0.19965652051727048,0.8478015260339228,0.00801974766840028,0,40
DOTUSDC,RDNTUSDT,0.15838369625387852,0.3857491383963995,0.19965081805581622,1.7541439921701596,0.04356187232847194,0,11
CELOUSDT,TRCUSDT,0.21327128744252002,0.46987236177420527,0.19958981534352674,0.8212307690678914,0.014176458751208926,0,36
COTUSDT,EGOUSDT,0.2977166204259315,0.40920504501789734,0.19951657429211986,0.5509886994278449,0.023286994596696718,0,74
LUNCUSDC,PSTAKEUSDT,0.6860627878446666,0.25802009739006876,0.19948126837899643,0.58141412297029,0.0028509753090773487,0,29
ETHWUSDT,TRCUSDT,0.44155136764476227,0.3558241834993192,0.19938300281649338,1.1490132962983322,0.020720376391885474,0,16
HFTUSDC,THNUSDT,0.16822658162108564,0.5253189032090237,0.19936407850376692,0.9848217341415664,0.03607411205309516,0,41
DOTUSDT,RDNTUSDT,0.15654367106054945,0.3855706416033799,0.19929417274113778,1.7454239811287393,0.043886628140893266,0,11
ENJUSDT,XECUSDT,0.6739164963551146,0.095781037595829,0.1992841683652521,0.7025428644043826,0.023746373811977705,0,65
MIXUSDT,SFUNDUSDT,0.5073920595809672,0.15748958860633186,0.19926931043360033,0.7297543320421259,0.0057394568147287875,0,51
PEPEUSDT,WBTCBTC,0.4617194744035575,0.3497591694142287,0.19925294397255153,0.641815412484587,0.0038686252477119105,0,33
SOLOUSDT,TRCUSDT,0.6695814320131299,0.34398908159003344,0.19923108682174212,0.9337180928163952,0.04963399908153291,0,43
LUNAUSDT,XECUSDT,0.6158487302245328,0.10220790504544315,0.1992082265509638,1.1615685689710618,0.0053520243338455835,0,29
FILUSDT,THNUSDT,0.7035848492353171,0.22429812547354508,0.1991977446464159,0.8078771646708407,0.04723476598373235,0,76
DOGEEUR,TENETUSDT,0.9222935242561161,0.29669562507288194,0.19917317755899713,0.6290923454793294,0.03280587793058108,0,61
AGIUSDT,OPUSDC,0.253678310290857,0.2410725049893202,0.19914564325443054,1.2345183062542813,0.021163360989730852,0,45
ARUSDT,BCHUSDT,0.46303486288625706,0.33477162927439175,0.19913206235342262,1.6028360176072145,0.036728077473840604,0,64
AGIUSDT,OPUSDT,0.25570260512064963,0.2403196913081368,0.19911086318508397,1.2327200675628287,0.02099144446724197,0,47
FILUSDC,THNUSDT,0.7073149172928769,0.22309385928893524,0.1990902005419035,0.7906052812587616,0.048580096577943044,0,68
LMWRUSDT,METHETH,0.6926747726420216,-0.022360524393897567,0.19904942422621422,0.9038249658601485,0.04121418484908861,0,21
ALGOUSDT,NEONUSDT,0.6938140342707019,0.2099156310213863,0.19904903854910547,1.048484205507595,0.024379880653496562,0,13
KUBUSDT,OPUSDC,0.37177586621480574,0.24086577799226133,0.19903988924625382,0.6927108770028889,0.014581043022425626,0,59
SHIBUSDC,WBTCBTC,0.47465934644827423,0.4262105815389981,0.1989944214576411,0.588695116795091,0.0019619524145952296,0,37
BCHUSDT,GODSUSDT,0.3541745769357975,0.28117253440342543,0.1989582159324948,1.052880976332179,0.010793783456037308,0,40
METHETH,XAVAUSDT,0.3605651332846632,0.5768817131174772,0.19894659276494667,0.7310659147484834,0.03875839675518106,0,16
LRCUSDT,TRCUSDT,0.6520153280956189,0.33644984458918,0.1989456982612826,1.2493765250686106,0.008790659265584285,0,16
KUBUSDT,OPUSDT,0.37513060624838446,0.2395581700278471,0.19893674950584345,0.6913176827153055,0.012640415884037194,0,61
BCHUSDT,RSS3USDT,0.2995862767502643,0.2643259609763368,0.19883216615945132,0.9640908298997399,0.03758734288607327,0,47
PEPEUSDT,PYUSDUSDT,0.44195401913405336,0.20996811184849404,0.198818440332791,0.6873067142464074,0.0011166356537419657,0,19
RVNUSDT,XDCUSDT,0.4734244999660009,0.38387275790487674,0.19881627136134367,1.0209116704906718,0.03334883205483935,0,35
AGIUSDT,TUSDUSDT,0.5816223646326478,0.27807962066745884,0.1987898188382169,0.6434259506216834,0.02853275677460546,0,101
SANDUSDT,VPADUSDT,0.30233316283035366,0.35253059174795615,0.19875195549382857,1.7186194731506261,0.011642109313145204,0,35
DOMEUSDT,XDCUSDT,0.6887871767636535,0.24595848861098107,0.19874246421016026,1.1572347708208048,0.011431637376625664,0,25
ACSUSDT,CELOUSDT,0.4910084013741369,0.06483082690918564,0.1987388019788625,1.8071906754665301,0.006506844190799048,0,23
SHIBUSDT,WBTCBTC,0.4803028307289198,0.42869711399729554,0.19873147481725148,0.6075817641109413,0.003123267742983337,0,35
APTUSDT,BNBUSDT,0.3968147816018121,0.27313649961446324,0.19865805323279345,1.037002899926025,0.002166567395617207,0,44
MANAUSDC,SIDUSUSDT,0.534803995320426,0.22728650111219248,0.19860700169818057,1.0295108047014876,0.046681590132041206,0,17
HNTUSDT,TAPUSDT,0.2547675152667524,0.4636052220392025,0.19850052068059626,1.350999822490476,0.02010368675463205,0,62
LOOKSUSDT,PYUSDUSDT,0.4415156348439925,0.25339773790179654,0.1984362100966385,0.5077136701677857,0.002271858089597177,0,83
CELOUSDT,USDCUSDT,0.3343014932761859,0.32223049853536456,0.19842996046024616,0.906716688186194,0.024429164780484777,0,70
DOTBTC,XECUSDT,0.5806903286896785,0.15203967418353584,0.19842474781849215,1.3036007504312095,0.01432988743689049,0,52
ENJUSDT,ERTHAUSDT,0.8052745904520815,0.18142467899539144,0.19842049852399332,0.6980378155977159,0.04303173430412024,0,42
LUNCUSDC,SFUNDUSDT,0.4347954792667487,0.29160312357828566,0.1983184472562442,0.9284785566671108,0.037503450842335945,0,25
BCHUSDT,MYRIAUSDT,0.3231909576322576,0.2661013372733945,0.1983026136026018,1.0879334630949313,0.029944340950747675,0,62
APTUSDT,SUNUSDT,0.3499443158425817,0.38503965334276397,0.19828993202303777,0.8978962763148756,0.024385402669236753,0,46
DOTUSDC,WBTCBTC,0.28443466133789946,0.3520479299710005,0.1982685541264421,1.0549327732536717,0.005986576691932185,0,35
SANDUSDC,VPADUSDT,0.304225012192485,0.35140533442043037,0.19823637448335824,1.7962303947995664,0.01182898415432407,0,35
BICOUSDT,XECUSDT,0.5488449584143484,0.20807550017980375,0.19821575440725644,1.1911183057158667,0.030693103896709345,0,54
ENJUSDT,TENETUSDT,0.7360283274632128,0.2458410138296708,0.19815383155038996,0.6419170992865565,0.03649184750497341,0,67
APTUSDC,BNBUSDT,0.398974774317839,0.27414922220449156,0.19807206246769515,0.9872610803867969,0.002384280599678191,0,46
GMXUSDT,THNUSDT,0.166367584247849,0.4211680692384169,0.198008413050481,1.0424500626012547,0.04141893921827756,0,18
RUNEUSDT,THNUSDT,0.9047779811320348,0.2700050105218894,0.19800340750796736,0.5135427799175581,0.029583996675999803,0,57
ACSUSDT,KCALUSDT,0.5214356955725494,0.09943966616498176,0.1979939881620576,1.816465779860314,0.04706705134670193,0,43
JSTUSDT,XDCUSDT,0.7320191399008804,0.25939540815952317,0.19799285882589945,0.800216078791333,0.02572653457020838,0,38
5IREUSDT,ZTXUSDT,0.6622971628536514,0.13160029971797052,0.1979508891337267,0.7466894453958146,0.02976876544474396,0,46
APTUSDC,SUNUSDT,0.34901843114316095,0.3876937605566148,0.19784830041065424,0.8619841159618311,0.023422846500285498,0,44
DOTUSDT,WBTCBTC,0.28722221457360336,0.3499582746035329,0.19778573610017613,1.0445917537677893,0.005963148337670576,0,33
SOLBTC,XECUSDT,0.40361487016868547,0.20781607819349093,0.197722146770304,1.0447839548609792,0.012862534734817677,0,63
BONKUSDT,PSGUSDT,0.35908291790761226,0.3317459138888896,0.1976370075870545,1.005002384874154,0.039572906521321075,0,50
IDUSDT,PERPUSDT,0.25820323734362727,0.4050132023004038,0.19760248438718486,0.9395328746794998,0.021982019570828393,0,63
KCSUSDT,NEONUSDT,0.5284765503677651,0.16879873385240482,0.1975880906312157,0.827090170043771,0.010926480361008642,0,58
FIDAUSDT,XECUSDT,0.6111463565636605,0.08843285301948602,0.19754490924388574,1.0127704597506544,0.011469677996360748,0,55
DGBUSDT,XDCUSDT,0.6967330427887028,0.30602360054747885,0.19745806338880897,0.9362749146228906,0.015977328211358516,0,39
ADAEUR,THNUSDT,0.3208896598590617,0.4523745991511792,0.19745187072346546,1.3853884990750067,0.04976790398703935,0,41
GMXUSDT,PYUSDUSDT,0.1302513734357553,0.36196058789677277,0.1974446835477636,1.039277548299675,0.03690419782198788,0,46
ARBUSDC,METHETH,0.7176627093096886,-0.044881295733652966,0.197440439524317,0.7630598552827815,0.03766437778907551,0,39
ADAUSDT,WBTCBTC,0.3847418819021072,0.3538438464505659,0.1974156042348405,1.0278189985527497,0.025913659521801805,0,45
ARBUSDT,METHETH,0.7177582577977679,-0.04620232393181192,0.19740045399358946,0.7653766588656941,0.029065210559043087,0,39
ADAUSDC,WBTCBTC,0.3804680072973954,0.35440943057542246,0.19735359897293453,1.0422435279975926,0.02661442131280361,0,43
FTTUSDT,MXUSDT,0.605991117704266,0.12925270821961704,0.19735170362327228,0.6643314290901046,0.006210832853288536,0,143
DOTUSDC,VPADUSDT,0.19993194260599206,0.3982903308546497,0.19732567106662902,1.2668523951273645,0.03592035085725178,0,9
ATOMUSDT,BCHUSDT,0.36131497585422045,0.3203536675837547,0.19732451264245957,1.6625975782993088,0.009976248047671549,0,29
LTCBTC,MYRIAUSDT,0.9743959994894421,0.10584010352412836,0.19731867035297979,1.1505164018622953,0.04694966567374297,0,31
SNXUSDT,TAPUSDT,0.8469648157019825,0.3980928316273197,0.19731098277055972,0.6489419877252309,0.0012346236478351334,0,31
OMGUSDT,XDCUSDT,0.6101947245441868,0.3150485800267173,0.19730390031137635,0.9976076252930354,0.0036602509374906614,0,47
APTUSDT,WBTCBTC,0.4773930278097541,0.33220232113155,0.19725838665645404,0.5456501360511161,0.0020042304903568754,0,97
NEONUSDT,PSGUSDT,0.6382483136479036,0.2855160383502458,0.1972265035220708,0.7375093019793694,0.02771413154651048,0,44
HFTUSDT,PSTAKEUSDT,0.6370447398035293,0.3340874453468932,0.19721312456263276,0.694180969878932,0.006283048118530753,0,53
DOMEUSDT,NEONUSDT,0.7389582795879297,0.13086273485042083,0.1971541395526047,1.2012140380876863,0.032837692986647946,0,49
AGIUSDT,PSTAKEUSDT,0.4608101227683748,0.23195174774712193,0.19709080884012586,0.8447236168515551,0.006672871571366735,0,43
BONKUSDT,TAPUSDT,0.5738214913095079,0.38684493200606246,0.19706590782015443,0.8569666077758668,0.0015480242981570065,0,52
JSTUSDT,XECUSDT,0.8468421837305133,0.06807105780007681,0.19706529996642855,0.7029216932146929,0.02227452138388635,0,88
APTUSDC,WBTCBTC,0.4713935292968647,0.336786522586815,0.19702280103284112,0.5354089946768695,0.0019411689085329763,0,99
DOTUSDT,VPADUSDT,0.1981756911852822,0.39779254222934707,0.19699312055010165,1.2633644593951074,0.03665946502009794,0,9
SNXUSDT,WBTCBTC,0.5733885442697747,0.2724062563843849,0.19698575336269578,0.5412612651729803,0.0028127633241271004,0,45
WEMIXUSDT,XECUSDT,0.1850489910238473,0.2993060657405734,0.19697320196606793,1.0185052733403952,0.016914900454270784,0,31
JEFFUSDT,ORTUSDT,0.7908751388132522,0.29668935370689903,0.1969624640049084,0.8260678042791497,0.015958911002076803,0,37
SANDBTC,TENETUSDT,0.7394900282279739,0.2346235730679438,0.19680758962133366,1.1304035285173937,0.04008984289123171,0,39
5IREUSDT,MAGICUSDT,0.6870214346768044,0.1155465692529419,0.19676821286077964,0.6564819853504831,0.04082489326596322,0,52
ADAUSDT,PYUSDUSDT,0.3777975227200067,0.2305839794084579,0.19674456341223182,1.0761910263616445,0.04946877466865379,0,45
BCHUSDT,FMBUSDT,0.37116401221575684,0.29818669971402906,0.19670787819122898,0.5385927443152595,0.019968143789875315,0,46
AFCUSDT,PYUSDUSDT,0.3024506376828174,0.11141406599745417,0.19667816167023747,0.7797560583026393,0.020161996953980413,0,32
BONKUSDT,PPTUSDT,0.28568939119703063,0.31825684235152607,0.19665310189581858,1.279811706318081,0.025772755564918055,0,38
FLOWUSDT,NEONUSDT,0.40408994254704894,0.3015887570283461,0.19662982421625816,1.1314744876846428,0.02963645770439723,0,19
BCHUSDT,GALAUSDT,0.3078503750135297,0.26433600310695815,0.19659995318735202,1.1747104303850557,0.045650535096721866,0,38
HVHUSDT,ROSEUSDT,1.2474388976542787,-0.10670993498411557,0.1965993072632419,0.5216535158781741,0.04521611841658687,0,72
COTUSDT,TIMEUSDT,0.3632408680134392,0.44494064691017216,0.19656473390912196,0.5275961407425253,0.03824445691490179,0,52
ARBUSDT,TIMEUSDT,0.9229000765163222,0.25619235286590597,0.196516326322336,0.7529777716122491,0.03011136197621467,0,91
MEMEUSDT,XECUSDT,0.5919537741577574,0.17875275482855138,0.1965143812242092,0.702688617249969,0.01904794943287134,0,76
USDCEUR,VANRYUSDT,0.3761632020536527,0.4539439219594692,0.1965076644291788,0.8270387858793852,0.010455854226586965,0,33
FLOKIUSDT,SFUNDUSDT,0.7023461525234688,0.2630840052948378,0.19640745043445607,1.187053866084157,0.035444397852761704,0,35
CELOUSDT,TELUSDT,0.3821961242394235,0.36920756724713233,0.19639242804882956,0.6601371326768011,0.012638915358321347,0,60
ARBUSDC,TIMEUSDT,0.9241112402289297,0.25717698351466245,0.19638859158156086,0.7485119010316108,0.029625587994009564,0,89
